State_Code,Constituency,Male_Electors,Female_Electors,Total_Electors,Male_Voters,Female_Voters,Total_Voters
S25,Jangipur No. :9,714890,676753,13,559290,559068,0
S25,Baharampur No. :10,752943,700833,7,584203,569867,0
S25,Murshidabad No. :11,782480,729615,3,653122,635049,0
S25,Krishnanagar No. :12,769981,706791,11,638727,607902,0
S25,Ranaghat No. :13,831318,771515,16,691141,658049,0
S25,Bangaon No. :14,796650,744053,10,653011,627517,0
S25,Barrackpore No. :15,682366,604844,12,567286,481436,0
S25,Dum dum No. :16,715569,690401,11,590114,539290,0
S25,Barasat No. :17,774305,738463,24,669359,596363,24
S25,Basirhat No. :18,777768,712812,16,677047,595849,1
S25,Joynagar No. :19,757902,700787,35,633029,555516,0
S25,Mathurapur No. :20,772277,716496,12,662025,607691,0
S25,Diamond harbour No. :21,816259,739631,24,682840,577412,0
S25,Jadavpur No. :22,811441,784269,36,666829,605165,0
S25,Kolkata Dakshin No. :23,890251,795037,8,626618,540007,0
S25,Kolkata Uttar No. :24,797437,636542,6,534806,419974,3
S25,Howrah No. :25,802653,702441,5,621808,503224,3
S25,Uluberia No. :26,761951,686678,3,629091,557334,0
S25,Srerampur No. :27,847931,776093,14,680999,608386,2
S25,Hooghly No. :28,836584,793445,13,696614,650941,1
S25,Arambagh No. :29,833629,766658,6,707257,654127,0
S25,Tamluk No. :30,796779,730482,12,684160,650897,1
S25,Kanthi No. :31,777345,713061,3,663897,626338,0
S25,Ghatal No. :32,835803,774672,14,690945,675066,8
S25,Jhargram No. :33,753841,721269,2,645909,610427,0
S25,Medinipur No. :34,770363,729306,4,647452,613326,0
S25,Purulia No. :35,764758,707169,6,627261,574047,1
S25,Bankura No. :36,775893,727919,0,644501,590353,0
S25,Bishnupur No. :37,759317,707604,0,667023,603708,0
S25,Bardhaman Purba No. :38,795545,736693,6,682635,637516,1
S25,Burdwan - durgapur No. :39,821377,762111,7,700025,629761,3
S25,Asansol No. :40,791896,677774,14,633286,509230,2
S25,Bolpur No. :41,798378,740033,10,682036,621426,0
S25,Birbhum No. :42,773438,721641,10,669860,605076,0
S26,SARGUJA No. :1,771106,751862,54,610812,576493,0
S26,RAIGARH No. :2,819043,807906,0,631470,614665,0
S26,JANJGIR-CHAMPA No. :3,895884,848077,240,558932,514393,0
S26,KORBA No. :4,729951,693664,114,545187,506882,0
S26,BILASPUR No. :5,891316,837889,24,573078,516910,0
S26,RAJNANDGAON No. :6,797477,793896,0,603428,574874,0
S26,DURG No. :7,948929,909771,222,661165,597929,0
S26,RAIPUR No. :8,979589,924588,283,659154,591606,0
S26,MAHASAMUND No. :9,757694,758435,48,576664,554172,0
S26,BASTAR No. :10,632842,665241,0,386189,383710,0
S26,KANKER No. :11,722916,725459,0,515715,500911,0
S27,Rajmahal No. :1,691403,662063,1,490824,460471,0
S27,Dumka No. :2,658403,614641,5,466619,435895,0
S27,Godda No. :3,840396,750375,1,549854,499254,0
S27,Chatra No. :4,696501,616060,1,383214,329747,0
S27,Kodarma No. :5,870003,769641,1,535308,489593,0
S27,Giridih No. :6,811587,700052,5,531982,439241,0
S27,Dhanbad No. :7,1032038,857981,2,642557,501332,0
S27,Ranchi No. :8,868528,779930,1,562384,487221,0
S27,Jamshedpur No. :9,811632,770030,3,548089,501033,0
S27,Singhbhum No. :10,583330,569300,2,403571,391653,0
S27,Khunti No. :11,565457,546398,1,373314,364162,0
S27,Lohardaga No. :12,578880,540264,0,333825,317508,0
S27,Palamau No. :13,889932,756024,1,523108,453494,0
S27,Hazaribagh No. :14,812554,706367,2,515052,452228,0
S28,Tehri Garhwal No. :1,711671,640943,0,400041,370827,0
S28,Garhwal No. :2,651868,615350,0,320955,357047,0
S28,Almora No. :3,639362,614162,17,316094,339409,1
S28,Nainital-udhamsingh Nagar No. :4,857782,753029,0,589435,509910,0
S28,Hardwar No. :5,888328,754505,40,637480,535871,1
UNKNOWN,Andaman & Nicobar Islands No. :1,142783,126577,0,101129,89084,0
UNKNOWN,CHANDIGARH No. :1,333621,281593,0,244907,208415,0
UNKNOWN,Dadar & Nagar Haveli No. :1,106203,90394,0,87792,77494,0
UNKNOWN,Daman & diu No. :1,57011,54816,0,42355,44873,0
UNKNOWN,CHANDNI CHOWK No. :1,791318,655854,58,548427,431342,21
UNKNOWN,NORTH EAST DELHI No. :2,1079407,878183,118,738979,574789,28
UNKNOWN,EAST DELHI No. :3,1023325,806102,151,676930,518463,35
UNKNOWN,NEW DELHI No. :4,830322,659749,76,545628,422884,7
UNKNOWN,NORTH WEST DELHI No. :5,1212516,981633,194,757777,595362,42
UNKNOWN,WEST DELHI No. :6,1108886,930409,115,742213,603424,8
UNKNOWN,SOUTH DELHI No. :7,1005299,747322,127,639042,462222,13
UNKNOWN,Lakshadweep No. :1,25433,24489,0,21584,21655,0
UNKNOWN,Puducherry No. :1,432048,469289,20,351544,388189,17
